BusinessName,BusinessType,RatingValue,InspectionDate,Address,PostCode,Province,user_rating,Hygiene_Score
Restaurant_490,Restaurant/Cafe/Shop,Pass,2025-06-04,Address_490,60000,Punjab,3.4,79.6
Restaurant_491,Restaurant/Cafe/Shop,Pass,2024-01-17,Address_491,60000,Punjab,3.3,78.69999999999999
Restaurant_492,Restaurant/Cafe/Shop,Pass,2024-01-20,Address_492,46000,Punjab,4.6,90.4
Restaurant_493,Restaurant/Cafe/Shop,Pass,2025-02-18,Address_493,54000,Punjab,3.9,84.1
Restaurant_494,Restaurant/Cafe/Shop,Pass,2024-07-27,Address_494,46000,Punjab,3.9,84.1
Restaurant_495,Restaurant/Cafe/Shop,Improvement Required,2024-04-19,Address_495,38000,Punjab,1.9,52.1
Restaurant_496,Restaurant/Cafe/Shop,Pass,2025-04-17,Address_496,38000,Punjab,3.2,77.8
Restaurant_497,Restaurant/Cafe/Shop,Pass,2024-03-03,Address_497,40100,Punjab,3.0,76.0
Restaurant_498,Restaurant/Cafe/Shop,Pass,2025-01-02,Address_498,40100,Punjab,3.6,81.4
Restaurant_499,Restaurant/Cafe/Shop,Pass,2024-05-22,Address_499,60000,Punjab,1.3,60.7
Restaurant_500,Restaurant/Cafe/Shop,Pass,2024-06-09,Address_500,55150,Punjab,4.7,91.30000000000001
Restaurant_501,Restaurant/Cafe/Shop,Pass,2025-07-13,Address_501,40100,Punjab,1.1,58.900000000000006
Restaurant_502,Restaurant/Cafe/Shop,Pass,2025-12-01,Address_502,46000,Punjab,1.3,60.7
Restaurant_503,Restaurant/Cafe/Shop,Pass,2024-09-11,Address_503,55150,Punjab,4.4,88.60000000000001
Restaurant_504,Restaurant/Cafe/Shop,Pass,2025-12-22,Address_504,54000,Punjab,2.6,72.4
Restaurant_505,Restaurant/Cafe/Shop,Improvement Required,2025-10-23,Address_505,46000,Punjab,2.7,59.3
Restaurant_506,Restaurant/Cafe/Shop,Pass,2025-04-14,Address_506,40100,Punjab,1.2,59.8
Restaurant_507,Restaurant/Cafe/Shop,Awaiting Inspection,2025-07-02,Address_507,46000,Punjab,4.2,69.30000000000001
Restaurant_508,Restaurant/Cafe/Shop,Pass,2024-05-01,Address_508,55150,Punjab,3.3,78.69999999999999
Restaurant_509,Restaurant/Cafe/Shop,Pass,2024-05-17,Address_509,60000,Punjab,3.4,79.6
Restaurant_510,Restaurant/Cafe/Shop,Awaiting Inspection,2024-02-25,Address_510,54000,Punjab,2.9,57.599999999999994
Restaurant_511,Restaurant/Cafe/Shop,Pass,2024-10-03,Address_511,54000,Punjab,1.7,64.3
Restaurant_512,Restaurant/Cafe/Shop,Pass,2024-05-02,Address_512,46000,Punjab,4.9,93.10000000000001
Restaurant_513,Restaurant/Cafe/Shop,Pass,2024-05-25,Address_513,55150,Punjab,3.2,77.8
Restaurant_514,Restaurant/Cafe/Shop,Improvement Required,2025-10-29,Address_514,54000,Punjab,2.8,60.199999999999996
Restaurant_515,Restaurant/Cafe/Shop,Improvement Required,2024-01-10,Address_515,60000,Punjab,1.8,51.2
Restaurant_516,Restaurant/Cafe/Shop,Improvement Required,2024-04-30,Address_516,46000,Punjab,4.7,77.30000000000001
Restaurant_517,Restaurant/Cafe/Shop,Awaiting Inspection,2025-01-02,Address_517,60000,Punjab,4.5,72.0
Restaurant_518,Restaurant/Cafe/Shop,Pass,2024-09-23,Address_518,54000,Punjab,3.0,76.0
Restaurant_519,Restaurant/Cafe/Shop,Awaiting Inspection,2025-12-05,Address_519,40100,Punjab,3.5,63.0
Restaurant_520,Restaurant/Cafe/Shop,Improvement Required,2024-11-30,Address_520,55150,Punjab,2.9,61.099999999999994
Restaurant_521,Restaurant/Cafe/Shop,Improvement Required,2025-11-01,Address_521,55150,Punjab,1.9,52.1
Restaurant_522,Restaurant/Cafe/Shop,Pass,2024-01-04,Address_522,60000,Punjab,1.9,66.1
Restaurant_523,Restaurant/Cafe/Shop,Exempt,2025-12-22,Address_523,60000,Punjab,4.4,81.60000000000001
Restaurant_524,Restaurant/Cafe/Shop,Pass,2025-07-14,Address_524,55150,Punjab,2.6,72.4
Restaurant_525,Restaurant/Cafe/Shop,Improvement Required,2024-10-02,Address_525,60000,Punjab,3.6,67.4
Restaurant_526,Restaurant/Cafe/Shop,Pass,2025-01-21,Address_526,60000,Punjab,2.2,68.80000000000001
Restaurant_527,Restaurant/Cafe/Shop,Improvement Required,2024-08-07,Address_527,46000,Punjab,2.4,56.6
Restaurant_528,Restaurant/Cafe/Shop,Pass,2025-01-21,Address_528,40100,Punjab,2.9,75.1
Restaurant_529,Restaurant/Cafe/Shop,Improvement Required,2025-01-07,Address_529,54000,Punjab,2.3,55.7
Restaurant_530,Restaurant/Cafe/Shop,Improvement Required,2025-01-01,Address_530,60000,Punjab,4.9,79.10000000000001
