BusinessName,BusinessType,RatingValue,InspectionDate,Address,PostCode,Province,user_rating,Hygiene_Score,Latitude,Longitude
King's Pub (1),Restaurant/Cafe/Shop,Awaiting Inspection,05/04/2024,Address_420,60000,Punjab,3.3,61.2,31.492048,74.375379
The Royal Pub,Restaurant/Cafe/Shop,Pass,30/12/2025,Address_421,54000,Punjab,3.4,79.6,31.573953,74.412194
Bombay Nights (1),Restaurant/Cafe/Shop,Pass,20/06/2024,Address_422,54000,Punjab,2.7,73.3,31.537369,74.451996
Great Wall Lee,Restaurant/Cafe/Shop,Pass,16/11/2024,Address_423,38000,Punjab,2.4,70.6,31.433918,74.390673
Roma Siciliana,Restaurant/Cafe/Shop,Pass,30/10/2025,Address_424,46000,Punjab,3.5,80.5,31.632043,74.439705
Crispy Burger,Restaurant/Cafe/Shop,Pass,31/10/2025,Address_425,54000,Punjab,1.5,62.5,31.676824,74.267128
El Taco Grill,Restaurant/Cafe/Shop,Pass,13/04/2024,Address_426,60000,Punjab,4.6,90.4,31.488537,74.326251
Oasis Garden,Restaurant/Cafe/Shop,Pass,21/09/2025,Address_427,40100,Punjab,4.6,90.4,31.547377,74.37012
Wrap Slice,Restaurant/Cafe/Shop,Pass,31/01/2024,Address_428,38000,Punjab,3.2,77.8,31.533128,74.440817
The Velvet Cup,Restaurant/Cafe/Shop,Pass,09/01/2025,Address_429,60000,Punjab,3.6,81.4,31.618739,74.321444
Chipotle Bowl,Restaurant/Cafe/Shop,Pass,22/05/2024,Address_430,55150,Punjab,4,85,31.560463,74.475699
Gusto Kitchen (1),Restaurant/Cafe/Shop,Pass,06/08/2025,Address_431,40100,Punjab,2.4,70.6,31.598009,74.399844
Cancun Loco,Restaurant/Cafe/Shop,Pass,28/10/2025,Address_432,60000,Punjab,2.4,70.6,31.427262,74.273382
The Red Kitchen,Restaurant/Cafe/Shop,Pass,06/07/2024,Address_433,40100,Punjab,3.9,84.1,31.655316,74.370182
Chinatown Taste,Restaurant/Cafe/Shop,Improvement Required,23/11/2025,Address_434,54000,Punjab,3.7,68.3,31.564808,74.322763
Urban Dew,Restaurant/Cafe/Shop,Pass,21/03/2025,Address_435,60000,Punjab,1.9,66.1,31.477607,74.444026
The Old Lion,Restaurant/Cafe/Shop,Pass,07/12/2025,Address_436,38000,Punjab,2.6,72.4,31.49481,74.381991
Chelsea Grille,Restaurant/Cafe/Shop,Pass,27/01/2025,Address_437,40100,Punjab,2.4,70.6,31.588664,74.304614
Victorian Crown (1),Restaurant/Cafe/Shop,Pass,21/12/2024,Address_438,46000,Punjab,2.6,72.4,31.677719,74.350519
La Piazza Napoli,Restaurant/Cafe/Shop,Pass,28/06/2025,Address_439,38000,Punjab,2.1,67.9,31.600248,74.345521
Great Wall Blossom,Restaurant/Cafe/Shop,Pass,24/12/2024,Address_440,60000,Punjab,3.8,83.2,31.459641,74.258604
Lebanese Corner,Restaurant/Cafe/Shop,Pass,26/03/2024,Address_441,54000,Punjab,2.1,67.9,31.646951,74.384228
Chipotle Avocado,Restaurant/Cafe/Shop,Improvement Required,28/07/2025,Address_442,40100,Punjab,5,80,31.508175,74.274603
Masala Cafe,Restaurant/Cafe/Shop,Pass,07/01/2025,Address_443,54000,Punjab,3.5,80.5,31.624188,74.372837
Solo Grill (1),Restaurant/Cafe/Shop,Improvement Required,30/08/2025,Address_444,38000,Punjab,2.5,57.5,31.614499,74.256933
Queen's Dining,Restaurant/Cafe/Shop,Pass,14/09/2025,Address_445,60000,Punjab,2.7,73.3,31.511784,74.263388
Sherwood Thistle,Restaurant/Cafe/Shop,Improvement Required,15/10/2024,Address_446,38000,Punjab,2,53,31.422167,74.363913
Blue Tree,Restaurant/Cafe/Shop,Pass,27/04/2024,Address_447,46000,Punjab,1.1,58.9,31.543328,74.456207
Espresso Corner,Restaurant/Cafe/Shop,Improvement Required,10/03/2025,Address_448,60000,Punjab,3.9,70.1,31.458594,74.216573
Amore Luigi,Restaurant/Cafe/Shop,Pass,09/11/2024,Address_449,54000,Punjab,1.7,64.3,31.521113,74.4685
Munchies Spot,Restaurant/Cafe/Shop,Pass,08/06/2025,Address_450,55150,Punjab,1,58,31.679057,74.268299
Central Brew,Restaurant/Cafe/Shop,Pass,04/12/2024,Address_451,40100,Punjab,2.5,71.5,31.601627,74.318923
Bosphorus Delights,Restaurant/Cafe/Shop,Pass,10/03/2024,Address_452,46000,Punjab,2.9,75.1,31.667049,74.263705
La Dolce Primi,Restaurant/Cafe/Shop,Awaiting Inspection,06/06/2024,Address_453,40100,Punjab,3.3,61.2,31.609764,74.224636
Guacamole Frog,Restaurant/Cafe/Shop,Pass,23/03/2025,Address_454,38000,Punjab,4.7,91.3,31.462776,74.445298
Chicken Diner,Restaurant/Cafe/Shop,Improvement Required,09/02/2024,Address_455,60000,Punjab,2.8,60.2,31.603827,74.259124
Windsor Castle (2),Restaurant/Cafe/Shop,Pass,19/07/2025,Address_456,54000,Punjab,1.7,64.3,31.401369,74.387273
El Sombrero Fiesta (1),Restaurant/Cafe/Shop,Improvement Required,17/06/2025,Address_457,38000,Punjab,1.9,52.1,31.417505,74.216064
Sultan Spot,Restaurant/Cafe/Shop,Pass,30/05/2024,Address_458,38000,Punjab,4.5,89.5,31.672878,74.217244
Casa Salsa,Restaurant/Cafe/Shop,Pass,15/09/2025,Address_459,55150,Punjab,2,67,31.475429,74.211547
Wok Bar,Restaurant/Cafe/Shop,Pass,04/03/2024,Address_460,54000,Punjab,3.4,79.6,31.651978,74.369951
Urban Palace,Restaurant/Cafe/Shop,Improvement Required,01/06/2025,Address_461,60000,Punjab,1,44,31.569481,74.256003
Guacamole Frog (1),Restaurant/Cafe/Shop,Pass,06/11/2025,Address_462,40100,Punjab,4.1,85.9,31.430393,74.241308
Burger Shop,Restaurant/Cafe/Shop,Pass,02/04/2025,Address_463,46000,Punjab,1.3,60.7,31.540578,74.342708
Cozy Espresso,Restaurant/Cafe/Shop,Pass,23/07/2025,Address_464,60000,Punjab,2.6,72.4,31.540434,74.223196
Great Wall Blossom (1),Restaurant/Cafe/Shop,Pass,20/12/2025,Address_465,38000,Punjab,1.6,63.4,31.539994,74.227856
The Tea Palace (1),Restaurant/Cafe/Shop,Pass,01/12/2024,Address_466,40100,Punjab,2.5,71.5,31.45312,74.483374
Moroccan Tree (1),Restaurant/Cafe/Shop,Improvement Required,25/01/2024,Address_467,46000,Punjab,2.9,61.1,31.422473,74.257235
The Pizza Delight,Restaurant/Cafe/Shop,Pass,30/07/2025,Address_468,38000,Punjab,4.7,91.3,31.606655,74.40954
Falafel Cafe,Restaurant/Cafe/Shop,Pass,14/12/2024,Address_469,38000,Punjab,4.5,89.5,31.424498,74.386644
Aegean Blue,Restaurant/Cafe/Shop,Pass,30/10/2025,Address_470,38000,Punjab,2.6,72.4,31.563605,74.2445
The Tea Cozy (1),Restaurant/Cafe/Shop,Pass,02/04/2024,Address_471,55150,Punjab,3.6,81.4,31.514721,74.216742
Aroma House,Restaurant/Cafe/Shop,Improvement Required,06/04/2024,Address_472,40100,Punjab,4.4,74.6,31.572036,74.343826
Wrap Delight (1),Restaurant/Cafe/Shop,Pass,25/11/2024,Address_473,38000,Punjab,1.6,63.4,31.5925,74.428475
Alexandria Garden,Restaurant/Cafe/Shop,Awaiting Inspection,01/04/2024,Address_474,54000,Punjab,3.8,65.7,31.496112,74.486093
Chipotle Eats,Restaurant/Cafe/Shop,Pass,29/03/2025,Address_475,60000,Punjab,3.3,78.7,31.473627,74.279385
Pastry Mug,Restaurant/Cafe/Shop,Pass,16/07/2025,Address_476,60000,Punjab,2,67,31.650359,74.292787
Crete Meze,Restaurant/Cafe/Shop,Pass,02/01/2025,Address_477,38000,Punjab,3.8,83.2,31.46218,74.333238
Sindh Lounge,Restaurant/Cafe/Shop,Pass,01/09/2025,Address_478,60000,Punjab,3.1,76.9,31.61232,74.345091
Munchies Burger,Restaurant/Cafe/Shop,Pass,22/10/2025,Address_479,60000,Punjab,1.8,65.2,31.639173,74.294313
La Salsa Express,Restaurant/Cafe/Shop,Pass,28/08/2024,Address_480,40100,Punjab,1.2,59.8,31.488171,74.330808
Crete Tree,Restaurant/Cafe/Shop,Pass,24/11/2025,Address_481,54000,Punjab,2.2,68.8,31.649885,74.263068
Lebanese Cafe,Restaurant/Cafe/Shop,Pass,24/03/2025,Address_482,38000,Punjab,1.6,63.4,31.567333,74.46499
Aztec Express,Restaurant/Cafe/Shop,Improvement Required,01/09/2025,Address_483,46000,Punjab,4.4,74.6,31.495534,74.213918
Central Junction,Restaurant/Cafe/Shop,Pass,27/04/2025,Address_484,38000,Punjab,1.4,61.6,31.625813,74.311337
The Red Thistle,Restaurant/Cafe/Shop,Improvement Required,16/09/2025,Address_485,54000,Punjab,3.4,65.6,31.600224,74.309208
The Pizza Steaks,Restaurant/Cafe/Shop,Pass,16/09/2024,Address_486,55150,Punjab,2.9,75.1,31.523421,74.432986
Thames Dining (1),Restaurant/Cafe/Shop,Improvement Required,16/12/2025,Address_487,55150,Punjab,3.2,63.8,31.413989,74.456191
Masala Karahi (1),Restaurant/Cafe/Shop,Pass,31/07/2024,Address_488,40100,Punjab,3.9,84.1,31.463694,74.456004
Wrap Diner,Restaurant/Cafe/Shop,Awaiting Inspection,15/07/2024,Address_489,38000,Punjab,1.6,45.9,31.427762,74.390523
Westminster Thistle,Restaurant/Cafe/Shop,Pass,04/06/2025,Address_490,60000,Punjab,3.4,79.6,31.626318,74.214184
Green Leaf Leaves,Restaurant/Cafe/Shop,Pass,17/01/2024,Address_491,60000,Punjab,3.3,78.7,31.481323,74.346075
The White Kitchen,Restaurant/Cafe/Shop,Pass,20/01/2024,Address_492,46000,Punjab,4.6,90.4,31.507002,74.480684
Thames Lion,Restaurant/Cafe/Shop,Pass,18/02/2025,Address_493,54000,Punjab,3.9,84.1,31.619894,74.299337
Royal Indian Bistro,Restaurant/Cafe/Shop,Pass,27/07/2024,Address_494,46000,Punjab,3.9,84.1,31.583559,74.224592
Guacamole Mexico,Restaurant/Cafe/Shop,Improvement Required,19/04/2024,Address_495,38000,Punjab,1.9,52.1,31.593234,74.386552
Aztec Frog,Restaurant/Cafe/Shop,Pass,17/04/2025,Address_496,38000,Punjab,3.2,77.8,31.509562,74.45006
Borough Thistle,Restaurant/Cafe/Shop,Pass,03/03/2024,Address_497,40100,Punjab,3,76,31.663412,74.396574
Napoli Pesto,Restaurant/Cafe/Shop,Pass,02/01/2025,Address_498,40100,Punjab,3.6,81.4,31.569092,74.324229
Turbo Express,Restaurant/Cafe/Shop,Pass,22/05/2024,Address_499,60000,Punjab,1.3,60.7,31.412214,74.487124
Spicy Cafe,Restaurant/Cafe/Shop,Pass,09/06/2024,Address_500,55150,Punjab,4.7,91.3,31.642514,74.218642
Istanbul Blue (1),Restaurant/Cafe/Shop,Pass,13/07/2025,Address_501,40100,Punjab,1.1,58.9,31.640654,74.454331
Trattoria Napoli,Restaurant/Cafe/Shop,Pass,01/12/2025,Address_502,46000,Punjab,1.3,60.7,31.56605,74.395421
Trattoria Napoli (1),Restaurant/Cafe/Shop,Pass,11/09/2024,Address_503,55150,Punjab,4.4,88.6,31.647496,74.455699
Chopsticks Bistro,Restaurant/Cafe/Shop,Pass,22/12/2025,Address_504,54000,Punjab,2.6,72.4,31.561438,74.333712
Donut Steaks,Restaurant/Cafe/Shop,Improvement Required,23/10/2025,Address_505,46000,Punjab,2.7,59.3,31.518362,74.350361
Pasta Toscana,Restaurant/Cafe/Shop,Pass,14/04/2025,Address_506,40100,Punjab,1.2,59.8,31.408061,74.25486
Delhi Cafe,Restaurant/Cafe/Shop,Awaiting Inspection,02/07/2025,Address_507,46000,Punjab,4.2,69.3,31.639081,74.397664
Blue Tree (1),Restaurant/Cafe/Shop,Pass,01/05/2024,Address_508,55150,Punjab,3.3,78.7,31.529615,74.299336
Java House,Restaurant/Cafe/Shop,Pass,17/05/2024,Address_509,60000,Punjab,3.4,79.6,31.440986,74.299483
London Eatery,Restaurant/Cafe/Shop,Awaiting Inspection,25/02/2024,Address_510,54000,Punjab,2.9,57.6,31.649113,74.314308
Sultan Tavern,Restaurant/Cafe/Shop,Pass,03/10/2024,Address_511,54000,Punjab,1.7,64.3,31.67364,74.406448
The Royal Lion,Restaurant/Cafe/Shop,Pass,02/05/2024,Address_512,46000,Punjab,4.9,93.1,31.645188,74.420792
Golden Lantern,Restaurant/Cafe/Shop,Pass,25/05/2024,Address_513,55150,Punjab,3.2,77.8,31.559072,74.20503
Gyro Cafe,Restaurant/Cafe/Shop,Improvement Required,29/10/2025,Address_514,54000,Punjab,2.8,60.2,31.676888,74.385853
King's Roast House,Restaurant/Cafe/Shop,Improvement Required,10/01/2024,Address_515,60000,Punjab,1.8,51.2,31.622938,74.420908
Burrito Salsa,Restaurant/Cafe/Shop,Improvement Required,30/04/2024,Address_516,46000,Punjab,4.7,77.3,31.404791,74.253382
Alexandria Mint,Restaurant/Cafe/Shop,Awaiting Inspection,02/01/2025,Address_517,60000,Punjab,4.5,72,31.448593,74.228382
Chopsticks Lee (1),Restaurant/Cafe/Shop,Pass,23/09/2024,Address_518,54000,Punjab,3,76,31.592819,74.272885
Chopsticks Cafe,Restaurant/Cafe/Shop,Awaiting Inspection,05/12/2025,Address_519,40100,Punjab,3.5,63,31.677444,74.397244
Lebanese Spot,Restaurant/Cafe/Shop,Improvement Required,30/11/2024,Address_520,55150,Punjab,2.9,61.1,31.631873,74.377322
The Daily Brew,Restaurant/Cafe/Shop,Improvement Required,01/11/2025,Address_521,55150,Punjab,1.9,52.1,31.500539,74.359842
Taco Grande Sol,Restaurant/Cafe/Shop,Pass,04/01/2024,Address_522,60000,Punjab,1.9,66.1,31.475979,74.311626
Fortune Nights,Restaurant/Cafe/Shop,Exempt,22/12/2025,Address_523,60000,Punjab,4.4,81.6,31.432552,74.281843
Zaiqa Cuisine,Restaurant/Cafe/Shop,Pass,14/07/2025,Address_524,55150,Punjab,2.6,72.4,31.611172,74.238335
Windsor Grille,Restaurant/Cafe/Shop,Improvement Required,02/10/2024,Address_525,60000,Punjab,3.6,67.4,31.583466,74.298562
Espresso Corner (1),Restaurant/Cafe/Shop,Pass,21/01/2025,Address_526,60000,Punjab,2.2,68.8,31.452277,74.216996
Fiesta Express,Restaurant/Cafe/Shop,Improvement Required,07/08/2024,Address_527,46000,Punjab,2.4,56.6,31.622677,74.355642
Donut Zone (1),Restaurant/Cafe/Shop,Pass,21/01/2025,Address_528,40100,Punjab,2.9,75.1,31.639959,74.22361
Wrap Express,Restaurant/Cafe/Shop,Improvement Required,07/01/2025,Address_529,54000,Punjab,2.3,55.7,31.645207,74.344284
Pasta Romana,Restaurant/Cafe/Shop,Improvement Required,01/01/2025,Address_530,60000,Punjab,4.9,79.1,31.663089,74.329853
